,hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score,zipcode,premium,loss_amount,loss_ratio,fault_claims,not_at_fault_claims,future_clm_ind
6948,6949,2,2,46.698,61.604,61.604,54.151,368.37,547.253,547.253,457.811,0,0,2,1,1,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,2,2,1,25,25,801.755,19380,247.2,0.0,0.0,0.0,0.0,0
6949,6950,1,1,39.556,39.556,39.556,39.556,282.666,282.666,282.666,282.666,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,0,0,0,1,25,25,613.35,10012,94.5,0.0,0.0,0.0,0.0,0
6950,6951,2,3,34.627,45.735,45.735,40.181,223.523,356.824,356.824,290.173,0,1,1,2,0,True,3,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,3,0,1,2,0,25,25,673.546,73857,300.6,0.0,0.0,0.0,0.0,0
6951,6952,2,3,55.693,56.412,56.412,56.052,476.31,484.946,484.946,480.628,0,1,1,2,0,True,2,1,0.0,0,0,0.0,0,ALLSTATE,0.5,1,250000.0,1,1,,0,1,0,2,2,0,250,250,664.46,16107,345.6,0.0,0.0,0.0,0.0,0
6952,6953,1,1,21.286,21.286,21.286,21.286,63.426,63.426,63.426,63.426,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,0,0,1,25,25,784.647,52611,84.0,0.0,0.0,0.0,0.0,0
6953,6954,2,1,23.879,47.591,47.591,35.735,94.544,379.092,379.092,236.818,0,1,1,1,1,True,1,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,250000.0,1,1,,0,0,0,1,1,1,25,25,,69015,150.3,0.0,0.0,0.0,0.0,0
6954,6955,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,0,1,False,0,1,0.0,0,0,0.0,0,OTHER,1.5,1,50000.0,1,0,,0,1,1,1,1,1,25,25,537.945,37564,150.3,0.0,0.0,0.0,0.0,0
6955,6956,1,1,51.769,51.769,51.769,51.769,429.227,429.227,429.227,429.227,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,FARMERS,5.0,1,250000.0,0,1,,0,0,1,0,0,1,100,100,546.816,16107,105.0,0.0,0.0,0.0,1.0,0
6956,6957,2,1,32.187,47.498,47.498,39.843,194.245,377.982,377.982,286.113,0,2,0,2,0,True,1,0,0.0,0,2,1.0,0,ALLSTATE,0.0,1,250000.0,0,1,,0,0,0,0,1,1,100,100,728.678,14052,93.6,0.0,0.0,0.0,0.0,0
6957,6958,3,3,34.937,66.749,66.749,68.312,227.244,608.993,608.993,627.741,0,0,3,2,1,True,3,0,0.0,0,0,0.0,0,AMERICAN FAMILY,2.5,1,50000.0,1,1,,0,2,1,3,2,0,50,50,713.601,81525,312.48,0.0,0.0,0.0,0.0,0
6958,6959,2,1,51.404,70.125,70.125,60.765,424.843,649.506,649.506,537.174,0,1,1,0,2,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,1,1,1,25,25,569.5,15154,167.0,0.0,0.0,0.0,0.0,0
6959,6960,1,3,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0,1,0,1,False,3,0,0.0,0,1,1.0,0,LIBERTY MUTUAL,0.5,1,25000.0,0,0,,0,1,0,1,1,0,25,25,850.0,59814,257.6,0.0,0.0,0.0,0.0,0
6960,6961,2,1,44.604,78.384,78.384,61.494,343.245,748.604,748.604,545.925,0,0,2,2,0,True,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,1.5,1,50000.0,1,1,,0,1,0,1,1,1,250,250,667.631,22476,150.3,0.0,0.0,0.0,1.0,0
6961,6962,1,4,43.779,43.779,43.779,43.779,333.35,333.35,333.35,333.35,0,1,0,0,1,False,4,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,4,3,4,100,100,669.609,74203,596.0,0.0,0.0,0.0,1.0,0
6962,6963,2,2,37.992,45.864,45.864,41.928,263.908,358.374,358.374,311.141,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,100000.0,0,1,,0,0,0,1,1,1,50,50,758.757,83031,197.6,0.0,0.0,0.0,0.0,0
6963,6964,2,1,22.372,45.076,45.076,33.724,76.459,348.91,348.91,212.685,0,2,0,2,0,True,1,0,0.0,0,1,0.5,0,GEICO,4.0,1,50000.0,0,1,,0,0,0,1,1,1,50,50,576.058,87108,167.0,0.0,0.0,0.0,0.0,0
6964,6965,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,2.0,1,50000.0,1,1,,0,1,0,1,1,1,100,100,608.196,50270,150.3,0.0,0.0,0.0,1.0,0
6965,6966,2,1,28.915,38.494,38.494,33.704,154.979,269.924,269.924,212.452,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,3.0,1,100000.0,1,1,,0,0,1,1,0,1,25,25,749.302,55402,111.6,0.0,0.0,1.0,0.0,0
6966,6967,1,1,86.848,86.848,86.848,86.848,850.172,850.172,850.172,850.172,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,25,25,486.863,85923,150.3,0.0,0.0,0.0,0.0,0
6967,6968,1,1,31.831,31.831,31.831,31.831,189.967,189.967,189.967,189.967,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,50000.0,1,0,,0,0,0,1,1,1,50,50,630.414,39663,150.3,0.0,0.0,0.0,0.0,0
6968,6969,1,1,36.642,36.642,36.642,36.642,247.707,247.707,247.707,247.707,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,1,1,1,100,100,713.931,50270,133.6,0.0,0.0,0.0,0.0,0
6969,6970,2,3,40.877,43.642,43.642,42.26,298.524,331.706,331.706,315.115,0,1,1,2,0,True,3,0,0.0,0,1,0.5,0,ALLSTATE,3.5,1,100000.0,1,0,,0,2,1,1,1,0,25,25,526.196,57830,289.8,0.0,0.0,0.0,0.0,0
6970,6971,3,1,32.372,51.891,51.891,66.611,196.461,430.695,430.695,607.328,0,1,2,2,1,True,1,0,0.0,0,0,0.0,0,GEICO,1.0,1,50000.0,1,1,,0,0,1,1,1,1,25,25,560.888,98079,150.3,0.0,0.0,0.0,0.0,0
6971,6972,1,3,31.797,31.797,31.797,31.797,189.565,189.565,189.565,189.565,0,0,1,0,1,False,3,0,0.0,0,1,1.0,0,OTHER,5.0,1,250000.0,1,0,,0,0,1,2,2,0,25,25,,15906,345.6,0.0,0.0,0.0,1.0,0
6972,6973,2,1,33.847,55.715,55.715,44.781,214.16,476.576,476.576,345.368,0,1,1,0,2,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,0.5,1,250000.0,0,1,,0,0,1,0,0,1,100,100,776.339,16107,84.0,0.0,0.0,0.0,0.0,0
6973,6974,3,1,29.035,59.478,59.478,58.774,156.416,521.735,521.735,513.283,0,1,2,2,1,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,0,0,0,100,100,618.149,13765,100.0,0.0,0.0,0.0,0.0,0
6974,6975,1,1,42.363,42.363,42.363,42.363,316.351,316.351,316.351,316.351,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,1,1,1,25,25,669.275,74670,167.0,0.0,0.0,0.0,0.0,0
6975,6976,1,1,35.709,35.709,35.709,35.709,236.502,236.502,236.502,236.502,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,1,0,0,0,25,25,742.459,31675,80.0,0.0,0.0,0.0,0.0,0
6976,6977,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,4.5,1,100000.0,1,0,,0,0,0,1,1,1,25,25,611.031,50270,150.3,0.0,0.0,0.0,0.0,0
6977,6978,1,1,41.699,41.699,41.699,41.699,239.981,171.568,171.568,171.568,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,3.0,1,25000.0,0,0,,0,0,1,1,1,1,25,25,794.111,53793,133.6,0.0,0.0,0.0,0.0,0
6978,6979,2,3,19.703,55.927,55.927,37.815,44.436,479.118,479.118,261.777,0,2,0,2,0,True,3,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,1,1,1,0,50,50,841.57,28093,231.84,0.0,0.0,0.0,1.0,0
6979,6980,2,2,56.455,76.897,76.897,66.676,485.459,730.764,730.764,608.111,0,0,2,2,0,True,2,0,0.0,0,0,0.0,0,GEICO,1.0,1,25000.0,1,0,,0,0,0,0,0,0,50,50,617.911,59792,162.0,0.0,0.0,0.0,0.0,0
6980,6981,1,1,52.946,52.946,52.946,52.946,443.354,443.354,443.354,443.354,0,0,1,1,0,True,1,0,0.0,0,1,1.0,0,OTHER,5.0,1,50000.0,0,1,,0,0,0,1,1,1,25,25,698.148,98094,167.0,0.0,0.0,0.0,0.0,0
6981,6982,2,2,27.77,43.053,43.053,35.412,141.242,324.635,324.635,232.938,0,0,2,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,4.5,1,250000.0,0,0,,0,0,0,2,2,1,50,50,605.017,52074,309.0,0.0,0.0,0.0,0.0,0
6982,6983,1,2,69.576,69.576,69.576,69.576,642.912,642.912,642.912,642.912,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,OTHER,3.0,1,50000.0,0,0,,0,0,1,2,2,2,250,250,483.586,45689,314.0,0.0,0.0,0.0,0.0,0
6983,6984,1,1,62.761,62.761,62.761,62.761,561.137,561.137,561.137,561.137,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,1,1,1,1,25,25,670.022,98079,150.3,0.0,0.0,0.0,0.0,0
6984,6985,1,1,27.671,27.671,27.671,27.671,140.046,140.046,140.046,140.046,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,25,25,710.216,14052,120.24,0.0,0.0,0.0,0.0,0
6985,6986,1,1,23.422,23.422,23.422,23.422,89.061,89.061,89.061,89.061,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,100000.0,0,0,,0,1,0,1,1,1,250,250,670.934,52495,167.0,0.0,0.0,0.0,0.0,0
6986,6987,1,1,55.545,55.545,55.545,55.545,474.538,474.538,474.538,474.538,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,4.0,1,50000.0,0,0,,0,1,0,1,1,1,25,25,609.553,40320,167.0,0.0,0.0,0.0,0.0,0
6987,6988,2,2,29.176,62.436,62.436,45.806,88.605,557.237,557.237,322.921,0,1,1,2,0,True,2,0,0.5,1,1,0.5,0,ALLSTATE,2.5,1,50000.0,0,1,,0,0,0,1,1,1,25,25,770.825,54018,197.6,0.0,0.0,0.0,0.0,0
6988,6989,2,2,36.673,45.206,45.206,40.94,248.079,350.471,350.471,299.275,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,25,25,702.412,52611,197.6,0.0,0.0,0.0,0.0,0
6989,6990,1,1,40.866,40.866,40.866,40.866,298.397,298.397,298.397,298.397,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,1,0,1,1,1,1,25,25,485.613,15906,150.3,0.0,0.0,0.0,0.0,0
6990,6991,1,1,28.644,28.644,28.644,28.644,151.726,151.726,151.726,151.726,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,2.0,1,25000.0,0,0,,0,0,0,0,0,0,100,100,544.158,15154,100.0,767.011,7.67,0.0,0.0,1
6991,6992,1,1,35.487,35.487,35.487,35.487,233.849,233.849,233.849,233.849,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,1,1,1,50,50,596.007,31675,167.0,0.0,0.0,0.0,0.0,0
6992,6993,2,2,27.631,52.886,52.886,40.259,139.568,442.638,442.638,291.103,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,2,0,1,1,1,50,50,553.606,84411,247.0,0.0,0.0,0.0,1.0,0
6993,6994,1,1,39.268,39.268,39.268,39.268,279.212,279.212,279.212,279.212,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,25,25,604.338,52758,167.0,0.0,0.0,1.0,0.0,0
6994,6995,2,3,41.165,57.214,57.214,49.189,301.979,494.566,494.566,398.273,0,2,0,0,2,False,3,0,0.0,0,0,0.0,0,OTHER,3.0,1,50000.0,0,1,,0,2,0,1,2,0,25,25,551.105,25433,334.0,0.0,0.0,0.0,0.0,0
6995,6996,1,1,48.987,48.987,48.987,48.987,395.838,395.838,395.838,395.838,0,1,0,0,1,False,1,0,0.0,0,1,1.0,0,OTHER,3.0,1,100000.0,1,1,,0,1,0,1,1,1,25,25,476.673,36529,150.3,0.0,0.0,0.0,0.0,0
6996,6997,2,2,25.435,45.856,45.856,35.646,113.224,358.271,358.271,235.747,0,1,1,2,0,True,2,0,0.0,0,1,0.5,0,FARMERS,0.0,1,25000.0,0,1,,0,0,0,2,2,2,25,25,850.0,74670,251.2,0.0,0.0,0.0,0.0,0
6997,6998,2,1,31.065,73.71,73.71,52.388,180.78,692.524,692.524,436.652,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,GEICO,2.0,1,25000.0,0,0,,0,1,0,0,0,1,100,100,744.419,64123,84.0,0.0,0.0,0.0,0.0,0
6998,6999,2,1,31.446,49.395,49.395,40.421,185.357,400.744,400.744,293.051,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,25000.0,0,0,,0,0,1,1,1,1,50,50,679.079,18099,167.0,0.0,0.0,0.0,0.0,0
6999,7000,1,1,28.257,28.257,28.257,28.257,147.084,147.084,147.084,147.084,0,1,0,0,1,False,1,0,0.0,0,1,1.0,0,OTHER,5.0,1,25000.0,0,0,,1,0,1,1,1,1,25,25,645.218,71258,167.0,0.0,0.0,0.0,1.0,0
7000,7001,1,1,24.265,24.265,24.265,24.265,67.923,36.668,36.668,36.668,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,1.0,1,25000.0,0,0,,0,0,0,1,1,1,100,100,732.419,73857,133.6,0.0,0.0,0.0,0.0,0
7001,7002,1,1,33.937,33.937,33.937,33.937,215.249,215.249,215.249,215.249,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,GEICO,0.5,1,25000.0,1,0,,1,0,1,1,1,1,100,100,694.527,57609,150.3,0.0,0.0,0.0,0.0,0
7002,7003,1,1,53.1,53.1,53.1,53.1,445.2,445.2,445.2,445.2,0,0,1,0,1,False,1,0,0.0,0,1,1.0,0,FARMERS,1.0,1,100000.0,0,0,,0,1,1,1,1,1,100,100,617.54,12124,167.0,0.0,0.0,0.0,0.0,0
7003,7004,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,0,0,1,50,50,601.577,52666,105.0,0.0,0.0,0.0,0.0,0
7004,7005,2,1,35.439,57.007,57.007,46.223,233.27,492.088,492.088,362.679,0,2,0,2,0,True,1,0,0.0,0,1,0.5,0,ALLSTATE,3.0,1,50000.0,1,1,,0,0,1,1,1,1,25,25,577.186,52495,150.3,0.0,0.0,0.0,0.0,0
7005,7006,2,2,31.071,57.858,57.858,44.464,180.85,502.294,502.294,341.572,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,GEICO,5.0,1,100000.0,1,0,,0,1,0,1,1,1,100,100,850.0,32997,177.84,0.0,0.0,0.0,0.0,0
7006,7007,1,1,36.081,36.081,36.081,36.081,240.974,240.974,240.974,240.974,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,0,0,1,50,50,696.704,80696,105.0,0.0,0.0,0.0,0.0,0
7007,7008,1,1,48.468,48.468,48.468,48.468,332.986,276.354,276.354,276.354,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,50000.0,1,0,,0,0,0,1,1,1,100,100,622.78,85767,150.3,0.0,0.0,0.0,0.0,0
7008,7009,2,1,21.695,68.065,68.065,44.88,68.337,624.774,624.774,346.556,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,GEICO,1.0,1,250000.0,1,0,,0,0,1,1,1,1,100,100,757.097,50270,120.24,0.0,0.0,0.0,0.0,0
7009,7010,2,1,30.642,82.825,82.825,56.734,175.701,801.906,801.906,488.803,0,2,0,1,1,True,1,0,0.0,0,0,0.0,0,PROGRESSIVE,0.5,1,25000.0,0,1,,0,0,0,0,0,0,25,25,624.922,85923,100.0,0.0,0.0,0.0,1.0,0
7010,7011,2,2,22.366,62.807,62.807,42.587,76.39,561.687,561.687,319.039,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,50000.0,0,1,,1,1,0,2,2,2,100,100,645.957,88728,314.0,0.0,0.0,0.0,0.0,0
7011,7012,2,2,30.899,52.763,52.763,41.831,178.793,408.418,408.418,293.605,0,2,0,1,1,True,2,0,0.0,0,2,1.0,0,FARMERS,0.5,1,50000.0,1,0,,1,0,0,1,1,1,25,25,611.324,98094,222.3,0.0,0.0,1.0,0.0,0
7012,7013,4,4,22.048,37.541,47.337,34.044,72.581,258.491,376.049,216.523,0,1,3,2,2,True,4,0,0.0,0,0,0.0,0,ALLSTATE,2.0,1,100000.0,1,1,,0,1,1,3,4,4,25,25,652.813,99697,502.2,0.0,0.0,0.0,0.0,0
7013,7014,1,2,55.539,55.539,55.539,55.539,474.464,474.464,474.464,474.464,0,0,1,0,1,False,2,0,1.0,1,0,0.0,0,OTHER,3.5,1,250000.0,0,0,,0,1,0,2,2,1,100,100,625.281,52758,309.0,0.0,0.0,0.0,0.0,0
7014,7015,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0,1,0,1,False,1,0,0.0,0,1,1.0,0,OTHER,4.0,1,250000.0,0,0,,0,0,1,1,1,1,25,25,621.566,15906,167.0,0.0,0.0,0.0,0.0,0
7015,7016,1,1,34.788,34.788,34.788,34.788,225.46,225.46,225.46,225.46,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,100,100,684.532,91804,167.0,0.0,0.0,1.0,0.0,0
7016,7017,2,1,48.501,72.935,72.935,60.718,390.008,683.215,683.215,536.612,0,1,1,1,1,True,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,1.5,1,250000.0,1,0,,0,1,0,1,1,1,100,100,708.167,58368,120.24,0.0,0.0,0.0,0.0,0
7017,7018,2,2,42.906,49.474,49.474,46.19,322.868,401.693,401.693,362.28,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,2,2,2,25,25,650.93,78567,282.6,0.0,0.0,0.0,0.0,0
7018,7019,2,2,47.341,53.273,53.273,50.307,376.089,447.27,447.27,411.68,0,2,0,1,1,True,2,0,0.0,0,0,0.0,0,ALLSTATE,0.0,1,50000.0,1,1,,0,1,0,2,2,1,100,100,705.765,46350,222.48,0.0,0.0,0.0,0.0,0
7019,7020,1,1,84.032,84.032,84.032,84.032,816.387,816.387,816.387,816.387,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,1,0,,0,1,1,1,1,1,25,25,739.304,65163,120.24,0.0,0.0,0.0,0.0,0
7020,7021,2,1,16.0,51.651,51.651,33.826,0.0,427.817,427.817,213.908,1,2,0,0,2,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,25,25,767.273,23332,120.24,0.0,0.0,0.0,0.0,0
7021,7022,3,1,21.098,63.014,63.014,52.605,61.175,564.172,564.172,439.261,0,1,2,2,1,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,1,0,0,0,50,50,,84411,90.0,0.0,0.0,0.0,0.0,0
7022,7023,1,1,39.062,39.062,39.062,39.062,276.741,276.741,276.741,276.741,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,1.5,1,25000.0,0,0,,0,0,1,0,0,1,100,100,459.524,52758,105.0,791.312,7.536,0.0,0.0,1
7023,7024,1,1,58.608,58.608,58.608,58.608,511.292,511.292,511.292,511.292,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,250000.0,1,0,,0,0,0,1,1,1,100,100,644.101,55402,150.3,0.0,0.0,1.0,0.0,0
7024,7025,1,1,56.06,56.06,56.06,56.06,480.715,480.715,480.715,480.715,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,3.0,1,50000.0,1,0,,0,0,1,0,0,1,25,25,507.461,22476,94.5,0.0,0.0,0.0,0.0,0
7025,7026,2,2,37.516,50.511,50.511,44.013,258.192,414.128,414.128,336.16,0,2,0,1,1,True,1,1,0.0,0,0,0.0,0,ALLSTATE,5.0,1,250000.0,1,1,,0,0,1,2,2,2,25,25,682.232,44924,282.6,0.0,0.0,0.0,0.0,0
7026,7027,1,1,21.831,21.831,21.831,21.831,69.973,69.973,69.973,69.973,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,50,50,705.19,24811,120.24,0.0,0.0,0.0,1.0,0
7027,7028,1,1,23.647,23.647,23.647,23.647,91.765,91.765,91.765,91.765,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,1,1,1,50,50,611.189,87096,167.0,0.0,0.0,0.0,1.0,0
7028,7029,2,1,33.116,70.352,70.352,51.734,205.393,652.225,652.225,428.809,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,100000.0,1,0,,0,0,0,1,1,1,100,100,667.831,50900,150.3,0.0,0.0,0.0,0.0,0
7029,7030,2,2,16.0,54.455,54.455,35.227,0.0,461.456,461.456,230.728,1,2,0,2,0,True,2,0,0.0,0,0,0.0,0,GEICO,5.0,1,50000.0,0,1,,0,1,0,1,1,1,25,25,786.497,90600,197.6,0.0,0.0,0.0,0.0,0
7030,7031,1,2,33.389,33.389,33.389,33.389,208.664,208.664,208.664,208.664,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,0,0,0,250,250,694.666,52758,180.0,0.0,0.0,0.0,0.0,0
7031,7032,2,1,35.832,77.6,77.6,56.716,237.982,739.202,739.202,488.592,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,0.0,1,50000.0,0,1,,0,0,0,1,1,1,50,50,585.899,57650,167.0,0.0,0.0,0.0,0.0,0
7032,7033,1,1,61.803,61.803,61.803,61.803,514.495,479.35,479.35,479.35,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,1,1,1,1,50,50,748.142,68294,133.6,0.0,0.0,0.0,0.0,0
7033,7034,1,1,32.852,32.852,32.852,32.852,202.222,202.222,202.222,202.222,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,1,0,0,1,1,1,50,50,442.893,13765,167.0,0.0,0.0,0.0,0.0,0
7034,7035,2,2,31.493,61.403,61.403,46.448,185.92,544.83,544.83,365.375,0,1,1,1,1,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,1,2,2,1,25,25,770.756,38537,222.48,0.0,0.0,0.0,0.0,0
7035,7036,2,1,34.143,46.034,46.034,40.088,217.72,360.403,360.403,289.062,0,1,1,1,1,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,1,1,1,1,100,100,678.655,12124,167.0,0.0,0.0,0.0,1.0,0
7036,7037,2,1,28.213,65.206,65.206,46.71,146.556,590.472,590.472,368.514,0,2,0,1,1,True,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,5.0,1,25000.0,0,1,,1,0,1,1,1,1,25,25,755.4,57609,133.6,0.0,0.0,0.0,0.0,0
7037,7038,2,2,41.298,57.321,57.321,49.309,303.574,495.852,495.852,399.713,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,2.0,1,100000.0,0,1,,0,1,1,1,1,1,50,50,850.0,87096,197.6,0.0,0.0,0.0,0.0,0
7038,7039,1,2,60.839,60.839,60.839,60.839,538.069,538.069,538.069,538.069,0,0,1,0,1,False,2,0,0.0,0,3,3.0,0,MISSING,,0,,0,0,,0,1,0,1,1,1,50,50,665.886,85767,247.0,0.0,0.0,0.0,0.0,0
7039,7040,1,1,41.38,41.38,41.38,41.38,304.556,304.556,304.556,304.556,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,50000.0,1,1,,0,0,0,0,0,1,25,25,656.198,77155,94.5,0.0,0.0,0.0,0.0,0
7040,7041,1,2,51.616,51.616,51.616,51.616,427.39,427.39,427.39,427.39,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,GEICO,4.5,1,100000.0,1,0,,0,1,0,1,1,1,50,50,516.486,18037,222.3,0.0,0.0,0.0,0.0,0
7041,7042,2,1,43.314,51.646,51.646,47.48,327.769,427.753,427.753,377.761,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,1,0,1,1,1,1,25,25,770.734,87035,120.24,0.0,0.0,0.0,0.0,0
7042,7043,4,1,16.0,21.761,44.942,31.911,0.0,69.131,347.301,190.933,2,2,2,0,4,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,100000.0,1,1,,0,0,0,0,0,1,50,50,512.453,15906,94.5,0.0,0.0,0.0,0.0,0
7043,7044,1,1,49.831,49.831,49.831,49.831,405.974,405.974,405.974,405.974,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,0,1,1,1,25,25,437.62,17490,150.3,0.0,0.0,0.0,0.0,0
7044,7045,1,4,23.147,23.147,23.147,23.147,85.768,85.768,85.768,85.768,0,0,1,0,1,False,4,0,0.0,0,0,0.0,0,OTHER,3.5,1,25000.0,1,1,,0,2,1,0,0,0,25,25,426.534,53793,306.0,946.525,3.093,0.0,0.0,1
7045,7046,1,1,27.808,27.808,27.808,27.808,141.695,141.695,141.695,141.695,0,1,0,1,0,True,1,0,0.0,0,2,2.0,0,MISSING,,0,,1,1,,0,0,0,1,1,1,50,50,617.717,51365,150.3,0.0,0.0,0.0,0.0,0
7046,7047,3,3,23.484,47.695,53.152,41.444,89.804,380.344,445.822,305.323,0,2,1,2,1,True,3,0,0.0,0,0,0.0,0,FARMERS,2.0,1,25000.0,1,0,,0,1,1,3,3,0,250,250,651.077,15290,401.4,0.0,0.0,0.0,0.0,0
